ensembl_id	c1	c2	c3	c4	c5	c6	c7	c8	t1	t2	t3	t4	t5	t6	t7	t8
ENSG00000230445.4	14	11	128	29	519	252	54	475	507	136	112	145	64	205	1614	261
ENSG00000230447.2	0	3	5	2	2	1	3	2	6	0	0	1	1	1	1	0
ENSG00000230448.4	0	0	16	4	0	0	2	0	0	0	25	1	1	0	1	2
ENSG00000230449.1	4	4	23	13	4	4	9	4	3	7	5	8	3	3	3	6
ENSG00000230450.1	1	3	10	3	4	29	3	0	1	2	1	1	4	1	0	0
ENSG00000230451.2	0	1	0	0	0	0	1	5	0	0	0	3	2	0	0	0
ENSG00000230452.1	0	1	1	1	0	1	4	0	0	1	1	1	1	0	1	4
ENSG00000230453.8	1	467	214	1150	30	352	572	154	4	654	48	2	576	21	1	11
ENSG00000230454.1	41	37	40	71	17	54	38	120	74	41	15	63	13	64	90	80
ENSG00000230457.3	40	91	141	155	46	83	119	30	99	101	78	72	65	41	44	64
ENSG00000230459.3	4	8	5	2	3	18	5	1	2	3	1	5	5	3	4	3
ENSG00000230461.7	4	20	376	84	109	268	17	41	2	7	2	3	4	3	128	0
ENSG00000230465.1	0	0	1	0	0	2	0	0	1	0	0	0	1	0	0	0
ENSG00000230468.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230469.1	2	1	1	9	3	2	4	1	2	4	1	3	4	2	2	3
ENSG00000230470.1	0	1	16	5	0	1	3	3	3	2	0	2	0	4	1	0
ENSG00000230471.1	0	1	4	0	0	1	2	0	0	0	0	0	0	0	1	0
ENSG00000230474.1	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	0
ENSG00000230477.1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230478.1	4	15	6	21	1	3	12	2	4	15	3	4	10	1	3	5
ENSG00000230479.1	68	28	67	38	82	14	62	117	261	9	16	26	144	79	135	51
ENSG00000230480.1	5	6	12	4	12	2	5	1	5	3	3	3	2	2	2	4
ENSG00000230481.2	78	1	2	0	33	0	0	1	2	4	16	4	1	10	169	0
ENSG00000230482.1	25	1	11	2	3	9	5	3	10	6	8	6	0	7	16	7
ENSG00000230484.2	0	0	4	0	0	0	0	1	1	0	0	1	0	0	0	0
ENSG00000230485.1	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0
ENSG00000230487.6	424	122	225	332	247	521	235	439	312	160	74	95	259	489	244	289
ENSG00000230489.1	10	0	5	1	3	0	1	0	1	0	2	1	2	1	1	0
ENSG00000230490.2	13	4	27	8	8	12	6	9	332	8	6	24	11	13	32	21
ENSG00000230491.1	0	0	3	2	0	0	0	1	2	0	0	1	0	1	0	0
ENSG00000230492.1	0	0	3	1	0	0	1	1	0	0	0	0	0	0	5	0
ENSG00000230495.1	3	2	16	3	3	8	14	17	7	2	2	6	6	6	1	6
ENSG00000230496.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000230497.2	0	0	3	0	0	2	1	1	3	1	0	3	1	1	0	0
ENSG00000230498.1	4	4	14	6	4	12	16	3	20	1	4	13	15	3	9	3
ENSG00000230499.1	5	14	5	16	1	11	7	6	38	2	5	12	38	2	32	1
ENSG00000230500.1	1	0	10	1	1	0	0	6	0	0	0	2	0	0	0	1
ENSG00000230501.1	0	20	32	18	0	0	1	0	4	0	23	2	2	0	47	18
ENSG00000230502.1	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0
ENSG00000230506.1	0	0	1	2	0	0	0	2	2	0	1	4	0	0	4	0
ENSG00000230507.5	6	23	13	60	18	9	16	5	17	41	25	4	30	7	5	11
ENSG00000230508.1	53	51	17	84	65	20	38	23	28	72	68	22	28	25	18	29
ENSG00000230510.5	24	33	83	56	45	87	57	114	51	34	32	26	12	47	32	26
ENSG00000230513.1	140	143	196	259	63	22	236	221	90	150	58	85	130	40	54	70
ENSG00000230515.1	2	0	9	0	1	8	3	0	0	0	0	1	0	2	0	0
ENSG00000230516.1	0	0	11	0	2	0	0	1	0	0	0	0	0	0	0	0
ENSG00000230519.2	2	6	6	1	0	3	2	7	3	2	0	0	8	2	17	8
ENSG00000230520.1	0	2	22	1	0	0	1	2	0	0	0	0	2	0	0	0
ENSG00000230521.1	635	12	155	124	154	104	295	107	255	128	76	107	241	223	274	587
ENSG00000230522.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000230523.1	0	0	3	0	2	6	2	3	0	0	0	1	0	2	0	0
ENSG00000230524.7	0	34	158	48	73	66	26	13	24	49	52	28	21	27	7	15
ENSG00000230525.4	3	1	2	0	0	27	3	1	1	1	0	1	2	0	1	0
ENSG00000230526.1	2	51	9	3	1	2	0	7	13	14	8	1	1	1	1	2
ENSG00000230528.6	1	1	6	3	6	5	3	10	1	0	1	3	7	2	0	5
ENSG00000230529.1	0	0	0	1	0	0	0	18	0	0	0	0	0	0	1	0
ENSG00000230530.1	13	1	2	2	5	2	3	14	7	4	1	7	3	4	3	18
ENSG00000230531.1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230533.1	51	44	167	68	3	16	5	1	3	61	106	0	12	45	17	7
ENSG00000230534.5	0	7	26	0	4	8	6	8	3	1	1	2	1	5	2	1
ENSG00000230535.1	0	0	71	1	0	2	4	0	1	1	2	0	0	0	0	0
ENSG00000230536.1	4	0	17	11	5	16	19	2	12	3	48	21	5	31	33	3
ENSG00000230537.1	29	2	23	3	13	7	11	10	13	2	4	31	2	31	32	6
ENSG00000230538.1	0	1	6	0	0	0	2	0	0	0	1	0	0	0	0	0
ENSG00000230539.1	7	0	6	2	3	3	0	2	6	1	1	0	0	3	2	1
ENSG00000230542.4	1	1	15	4	1	31	26	2	15	0	8	10	0	3	6	0
ENSG00000230543.1	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230546.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230547.1	3	3	18	13	7	9	2	10	5	6	7	8	3	5	1	3
ENSG00000230548.1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1
ENSG00000230549.3	1	0	2	0	0	0	9	1	0	0	1	0	0	0	1	0
ENSG00000230550.1	0	3	15	23	0	15	5	0	1	7	6	1	0	1	1	0
ENSG00000230551.4	1063	1461	2577	893	1518	2366	5291	2835	3535	786	1645	2434	1478	3032	2590	979
ENSG00000230552.4	9	3	20	10	8	1	9	10	5	0	14	1	1	3	0	2
ENSG00000230555.2	70	56	18	66	76	62	48	95	131	35	49	95	63	29	45	64
ENSG00000230556.1	0	0	4	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230558.2	0	0	9	0	0	1	2	2	0	0	0	1	0	0	0	0
ENSG00000230559.1	1	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000230561.3	18	14	63	24	65	9	18	19	28	15	9	20	7	40	34	32
ENSG00000230562.3	21	12	18	19	16	23	34	9	13	17	5	20	20	26	18	9
ENSG00000230563.2	0	5	5	6	4	42	2	0	1	1	0	0	0	1	6	0
ENSG00000230564.1	1	1	14	6	1	0	3	0	2	3	1	2	4	0	0	0
ENSG00000230565.1	54	16	35	57	49	36	28	84	63	30	34	92	29	39	36	95
ENSG00000230568.1	16	13	38	19	16	38	20	12	21	11	9	21	21	11	11	17
ENSG00000230569.1	6	1	10	9	7	42	3	11	13	9	4	20	3	17	13	11
ENSG00000230570.1	1	6	8	40	16	8	162	57	0	44	24	51	86	20	2	2
ENSG00000230571.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230572.4	0	0	40	0	0	0	1	1	0	0	2	1	0	0	0	0
ENSG00000230573.1	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1
ENSG00000230575.1	0	0	1	0	0	3	0	0	0	0	0	0	0	1	1	0
ENSG00000230576.1	1	0	36	0	3	0	0	0	0	0	0	0	0	2	0	0
ENSG00000230578.3	0	0	0	1	0	3	0	0	0	0	0	1	1	2	2	0
ENSG00000230580.1	30	23	17	78	41	15	43	11	29	58	21	25	43	6	13	11
ENSG00000230581.2	55	43	82	149	75	71	185	35	78	66	75	49	132	48	60	67
ENSG00000230583.5	0	17	16	14	11	21	2	16	11	1	18	12	5	9	9	8
ENSG00000230584.1	7	13	15	60	22	8	19	4	14	10	13	11	35	3	2	7
ENSG00000230585.2	1	1	23	4	5	26	10	16	27	3	10	14	12	4	14	6
ENSG00000230587.1	28	5	12	5	15	10	29	7	15	0	4	20	37	6	17	2
ENSG00000230589.1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000230590.6	227	169	346	190	379	1256	314	679	675	145	231	413	436	239	422	205
ENSG00000230592.2	191	125	98	76	34	43	37	27	26	145	179	16	33	86	106	61
ENSG00000230593.3	20	29	43	32	16	14	41	7	17	36	14	9	25	16	16	20
ENSG00000230595.1	0	1	1	2	0	0	0	0	1	0	1	2	4	0	0	1
ENSG00000230596.2	4	0	3	0	0	3	0	3	6	0	1	5	0	1	2	4
ENSG00000230597.1	0	0	1	0	0	14	0	0	1	0	0	4	0	2	0	0
ENSG00000230598.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230599.2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000230600.1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230601.4	0	1	23	9	14	2	3	13	0	11	0	1	0	3	2	2
ENSG00000230603.1	1	1	2	1	0	1	2	0	1	0	0	0	1	0	1	2
ENSG00000230604.2	5	4	24	2	3	11	4	1	14	3	2	11	6	11	5	9
ENSG00000230606.9	44	17	74	41	150	28	37	19	13	30	43	52	10	51	54	71
ENSG00000230607.3	0	3	3	2	0	0	0	0	0	2	2	0	5	0	0	2
ENSG00000230609.1	0	1	9	0	2	11	3	2	11	0	0	12	0	4	7	12
ENSG00000230611.1	6	2	1	6	5	3	2	1	7	2	3	2	13	1	3	2
ENSG00000230612.2	3	8	34	3	10	10	19	10	49	2	4	17	7	14	6	4
ENSG00000230613.1	1	3	11	14	4	15	10	17	15	11	2	3	7	6	3	18
ENSG00000230614.3	1	5	4	9	2	4	6	2	6	2	1	2	4	0	4	5
ENSG00000230615.5	97	88	261	126	116	64	155	235	651	33	31	322	240	126	396	66
ENSG00000230617.1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000230618.3	1	5	11	19	6	4	11	0	4	6	1	4	6	3	1	1
ENSG00000230621.1	0	2	6	2	0	0	1	0	0	1	1	1	1	0	1	2
ENSG00000230622.1	0	0	1	0	0	0	2	0	2	0	0	0	3	4	1	0
ENSG00000230623.2	18	1	7	2	4	6	1	0	2	0	0	4	5	1	8	4
ENSG00000230626.3	36	64	88	157	36	39	66	25	50	51	61	29	117	18	28	69
ENSG00000230627.1	0	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0
ENSG00000230628.1	4	8	32	2	0	3	7	11	1	4	1	3	6	2	1	0
ENSG00000230629.2	1058	874	898	745	413	193	613	192	363	1088	671	122	495	550	1116	310
ENSG00000230630.2	289	357	305	218	92	76	196	233	913	172	91	168	259	177	314	39
ENSG00000230631.1	0	0	10	1	0	0	0	2	0	0	2	1	0	2	5	0
ENSG00000230634.1	0	5	3	4	0	1	13	1	3	3	0	5	8	0	0	4
ENSG00000230635.2	1	15	3	7	1	0	9	20	2	27	0	1	3	5	0	0
ENSG00000230636.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230637.2	2	0	15	3	4	11	3	8	2	3	0	10	0	4	4	3
ENSG00000230638.4	19	21	250	37	64	34	409	491	23	15	19	97	22	57	100	5
ENSG00000230639.1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000230641.1	7	4	16	9	6	1	3	7	2	2	0	0	2	2	0	3
ENSG00000230645.1	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230646.1	0	7	2	1	0	0	1	4	1	1	2	1	2	0	0	4
ENSG00000230647.1	3	3	17	1	1	2	3	1	5	1	1	2	2	1	37	27
ENSG00000230648.1	0	0	2	2	6	3	1	9	6	3	3	7	1	4	3	2
ENSG00000230649.2	0	4	14	9	1	0	24	2	2	1	10	1	28	0	3	0
ENSG00000230650.1	2	13	35	154	40	107	30	25	546	49	4	196	28	109	8	54
ENSG00000230651.6	3	0	10	0	3	1	1	0	1	1	0	2	0	2	1	0
ENSG00000230654.1	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230655.3	0	0	2	1	0	1	6	1	2	4	0	3	1	0	1	4
ENSG00000230657.5	0	0	14	3	4	10	1	10	4	2	1	6	0	2	12	0
ENSG00000230658.1	42	50	79	62	64	101	107	40	62	22	83	57	27	15	24	12
ENSG00000230659.3	33	16	6	26	13	5	14	3	6	31	12	7	28	10	12	12
ENSG00000230661.1	2	0	7	0	0	4	0	2	3	1	0	0	3	0	6	4
ENSG00000230662.1	2	8	7	42	5	2	8	0	6	2	8	4	97	5	1	1
ENSG00000230663.1	0	3	1	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000230665.3	7	2	12	5	10	2	1	8	18	5	4	4	4	1	1	83
ENSG00000230666.4	6	6	33	3	28	215	7	6	7	2	0	6	2	6	30	8
ENSG00000230667.5	16	12	30	74	24	15	30	4	30	45	40	19	36	18	10	28
ENSG00000230668.1	0	1	3	0	0	0	0	3	0	0	1	0	0	0	0	0
ENSG00000230671.2	1	2	3	1	3	0	1	0	1	2	1	0	1	0	0	0
ENSG00000230673.3	42	89	161	318	133	65	141	31	94	156	118	80	130	78	94	89
ENSG00000230676.1	1	0	20	5	2	2	4	31	5	13	1	3	0	2	2	0
ENSG00000230679.1	2	14	8	10	5	6	2	27	3	29	5	13	5	13	9	3
ENSG00000230680.2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230681.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000230682.1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2
ENSG00000230683.1	6	0	5	1	3	14	2	0	4	0	3	7	0	3	3	6
ENSG00000230684.1	15	1	19	4	6	3	8	5	9	3	4	6	1	4	16	8
ENSG00000230686.1	1	3	0	1	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000230687.1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230690.1	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230691.1	1	0	3	1	0	0	0	0	0	1	0	2	1	0	0	0
ENSG00000230694.1	0	0	4	0	0	1	0	0	0	0	1	0	2	0	2	0
ENSG00000230695.1	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ENSG00000230696.1	0	4	38	8	1	13	12	3	11	3	10	11	9	4	12	0
ENSG00000230697.1	0	0	4	1	6	3	4	2	6	0	2	4	2	4	5	1
ENSG00000230698.1	2	12	4	1	10	1	2	0	19	0	0	8	0	15	10	18
ENSG00000230699.2	19	3	9	38	17	120	28	112	18	22	5	22	3	6	21	3
ENSG00000230701.2	49	49	110	97	43	44	95	27	80	19	50	91	56	64	66	65
ENSG00000230702.1	0	0	15	0	1	1	0	1	5	3	1	0	1	2	1	0
ENSG00000230703.1	0	0	0	0	1	0	2	1	0	0	1	0	1	0	2	0
ENSG00000230704.1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230706.2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230707.1	0	4	5	0	0	0	1	0	0	1	2	0	0	0	0	1
ENSG00000230709.1	13	2	12	5	4	2	4	2	3	2	2	4	6	6	7	3
ENSG00000230710.1	1	2	0	1	0	0	4	0	0	0	1	0	3	0	0	0
ENSG00000230711.2	3	3	14	18	7	5	8	1	11	10	3	5	7	3	1	4
ENSG00000230712.2	8	0	1	3	4	5	3	0	35	1	2	2	2	11	18	1
ENSG00000230714.1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230715.3	810	389	815	400	616	680	835	1625	739	324	643	525	494	565	620	547
ENSG00000230716.3	28	7	10	11	27	25	16	4	8	9	16	23	12	35	7	22
ENSG00000230718.1	2	0	8	0	0	2	1	0	2	0	0	0	0	0	0	0
ENSG00000230720.1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230721.1	40	29	18	49	27	17	26	6	16	55	33	16	25	10	15	9
ENSG00000230724.8	53	126	328	169	72	128	313	183	239	220	65	179	37	55	96	236
ENSG00000230725.4	0	0	6	1	1	3	2	3	3	3	0	45	65	1	1	1
ENSG00000230728.1	2	14	17	3	10	8	42	14	9	6	2	34	10	24	14	22
ENSG00000230729.1	0	2	1	0	2	0	1	0	0	0	0	0	0	0	0	0
ENSG00000230730.1	6	9	11	16	0	3	8	25	15	7	8	4	12	13	27	1
ENSG00000230731.2	0	0	15	22	2	4	16	7	1	3	0	0	4	12	9	1
ENSG00000230732.4	40	253	265	57	58	131	113	175	208	124	230	217	61	255	165	228
ENSG00000230733.2	189	942	1116	869	1194	2814	474	696	929	328	531	431	2345	944	912	1370
ENSG00000230734.1	119	86	102	101	67	60	51	50	37	60	77	39	64	53	47	85
ENSG00000230735.1	13	2	11	1	1	12	6	2	14	3	0	14	6	13	6	6
ENSG00000230736.2	24	13	15	21	5	22	16	17	13	7	31	21	9	5	9	3
ENSG00000230737.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000230739.1	0	3	126	129	1	0	5	0	0	17	0	1	15	0	1	1
ENSG00000230741.1	0	0	11	2	0	1	1	0	2	0	1	9	1	2	2	0
ENSG00000230746.1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230747.1	80	4	35	3	21	10	4	12	12	20	10	19	10	27	14	14
ENSG00000230748.1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0
ENSG00000230749.4	10	7	20	1	5	16	11	6	34	4	9	12	3	4	21	11
ENSG00000230750.1	4	2	18	25	7	5	18	2	10	4	12	10	9	4	3	1
ENSG00000230751.1	22	12	25	1	12	8	41	11	31	4	10	49	27	16	18	27
ENSG00000230753.4	5	5	12	18	4	8	17	16	9	6	4	5	2	6	6	6
ENSG00000230755.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000230756.1	5	8	3	15	5	3	4	4	6	8	8	3	6	0	6	1
ENSG00000230757.1	0	1	7	2	2	1	1	0	1	0	2	1	2	0	0	0
ENSG00000230758.1	3	0	1	0	1	6	3	5	8	4	0	3	2	0	1	2
ENSG00000230759.1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230764.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000230768.6	0	0	60	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230769.1	12	2	14	8	3	18	14	1	10	2	1	9	7	9	10	2
ENSG00000230772.1	7	5	22	14	41	6	67	27	79	13	2	36	42	17	14	6
ENSG00000230773.5	4	2	67	1	7	2	3	9	5	1	1	0	2	4	1	1
ENSG00000230777.1	121	136	71	193	69	53	137	33	58	140	113	52	126	24	48	53
ENSG00000230778.1	0	4	0	51	1	1	1	0	0	10	11	2	21	0	1	6
ENSG00000230779.1	5	4	6	32	15	6	8	0	5	21	5	4	15	2	11	14
ENSG00000230781.1	1	0	9	0	1	0	0	1	0	2	0	0	0	0	0	0
ENSG00000230782.1	2	0	13	0	4	1	2	0	2	3	9	0	1	2	0	0
ENSG00000230783.1	26	20	27	29	24	19	28	14	13	17	25	9	19	13	18	7
ENSG00000230785.2	0	1	13	0	1	0	0	0	0	2	0	0	0	0	0	0
ENSG00000230787.1	5	6	6	28	9	3	1	1	9	5	24	1	13	8	2	1
ENSG00000230788.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230789.1	0	1	12	0	0	2	1	0	3	0	0	16	3	12	12	14
ENSG00000230790.2	0	0	8	1	0	8	0	0	2	1	1	3	0	2	3	0
ENSG00000230793.1	22	13	32	34	31	7	17	11	24	16	19	8	18	9	7	9
ENSG00000230794.1	1	1	4	0	0	25	3	0	1	0	1	1	0	0	2	0
ENSG00000230795.2	100	185	103	64	144	314	252	87	245	98	233	189	100	947	85	293
ENSG00000230796.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000230797.2	67	132	61	52	109	190	160	94	158	45	119	144	112	117	114	65
ENSG00000230798.4	12	343	48	24	13	5	97	228	4	29	35	0	58	1	2	10
ENSG00000230799.1	11	8	32	21	15	54	15	5	27	7	11	16	14	19	14	13
ENSG00000230801.1	0	0	6	2	3	11	2	0	2	0	0	1	1	0	5	5
ENSG00000230803.1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000230804.2	0	0	1	8	3	0	0	10	0	0	0	0	0	1	0	4
ENSG00000230805.5	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000230806.1	1	0	8	1	7	18	7	4	20	6	1	2	3	6	13	6
ENSG00000230807.1	1	7	8	8	9	1	9	1	4	13	11	2	9	1	3	8
ENSG00000230809.1	0	2	2	3	2	1	2	1	1	2	1	1	2	0	0	1
ENSG00000230812.4	46	3	21	6	24	8	12	13	18	16	12	15	15	19	9	5
ENSG00000230813.1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0
ENSG00000230815.1	0	0	4	4	2	12	1	3	8	2	0	7	1	6	2	2
ENSG00000230817.4	0	4	13	2	2	14	8	4	0	4	3	2	5	0	8	0
ENSG00000230818.1	0	0	2	1	1	1	0	3	0	0	1	0	1	0	3	0
ENSG00000230820.2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000230821.1	0	0	3	0	1	1	0	0	1	0	0	0	0	0	0	0
ENSG00000230823.3	0	1	6	9	12	6	3	3	3	4	10	14	7	7	1	1
ENSG00000230825.1	3	2	96	5	15	46	6	11	61	2	0	47	1	11	20	44
ENSG00000230826.1	0	4	11	1	3	6	6	4	6	0	0	3	1	2	4	2
ENSG00000230828.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000230829.3	12	10	10	22	13	9	18	4	10	19	29	7	12	6	8	10
ENSG00000230830.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000230831.1	0	0	3	1	1	0	1	0	1	0	0	1	0	1	0	0
ENSG00000230832.3	4	31	12	24	13	6	23	10	5	10	7	11	11	1	3	3
ENSG00000230833.1	3	1	6	5	6	13	6	4	4	1	0	1	0	8	13	3
ENSG00000230834.1	1	1	1	18	27	8	3	1	13	21	8	7	34	8	0	4
ENSG00000230835.1	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	3
ENSG00000230836.1	3	0	47	7	2	2	7	1	10	8	5	0	50	23	179	15
ENSG00000230837.1	44	33	51	65	17	12	33	11	13	72	46	11	31	17	42	20
ENSG00000230838.1	106	25	14	201	16	10	200	34	113	32	97	21	687	27	52	5
ENSG00000230839.1	0	6	5	5	9	3	18	37	3	2	2	2	10	0	13	0
ENSG00000230840.1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230841.2	3	4	13	6	3	5	5	4	2	1	6	1	1	1	5	5
ENSG00000230843.1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230844.2	109	320	150	141	140	213	233	330	280	333	143	146	116	253	172	223
ENSG00000230845.1	0	0	15	1	0	1	3	0	3	0	0	0	0	0	0	0
ENSG00000230847.4	14	3	5	1	3	3	14	5	13	3	3	10	1	0	1	29
ENSG00000230848.1	0	0	3	0	0	0	1	2	0	0	0	0	2	0	0	0
ENSG00000230849.2	9	16	29	76	10	5	8	5	18	2	20	9	9	1	3	3
ENSG00000230851.1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000230852.1	0	0	9	2	1	1	0	2	0	1	0	0	0	0	2	1
ENSG00000230853.1	1	2	5	3	0	0	2	1	1	5	0	1	2	2	0	1
ENSG00000230860.1	0	0	10	0	0	0	0	0	0	2	1	2	0	1	0	0
ENSG00000230863.2	4	36	2	5	2	9	3	2	4	2	9	1	6	17	22	4
ENSG00000230864.1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000230865.1	1	3	7	4	1	2	3	1	4	1	3	2	2	1	0	3
ENSG00000230866.1	10	0	1	0	0	0	4	0	0	0	0	0	0	0	0	2
ENSG00000230867.1	1	2	1	0	1	0	2	0	0	0	0	0	0	0	0	0
ENSG00000230869.1	25	3	18	11	17	37	19	23	14	57	8	8	12	14	4	6
ENSG00000230870.2	20	6	47	30	48	9	20	89	43	17	33	26	20	8	4	4
ENSG00000230871.1	0	0	17	0	1	0	0	1	0	0	0	0	0	1	1	0
ENSG00000230872.1	49	20	140	52	56	55	110	143	177	32	32	159	24	118	62	40
ENSG00000230873.7	1	1	31	5	2	0	3	4	1	0	5	107	5	0	1	1
ENSG00000230876.5	0	19	28	3	2	3	130	3	0	215	1	3	3	1	3	2
ENSG00000230879.1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000230881.1	0	0	16	0	0	1	4	28	3	1	0	6	1	1	2	0
ENSG00000230882.1	9	25	587	77	302	75	181	70	140	54	88	153	354	800	699	36
ENSG00000230886.3	0	0	8	0	0	0	1	0	0	0	1	0	0	1	0	0
ENSG00000230889.2	0	0	9	7	5	2	3	0	3	1	4	0	3	0	0	2
ENSG00000230891.5	1	0	35	0	1	0	0	0	0	0	0	0	2	0	0	0
ENSG00000230894.1	0	3	19	1	8	6	0	0	13	1	15	3	3	1	3	0
ENSG00000230896.1	58	75	84	54	141	111	111	134	124	51	32	72	65	56	53	138
ENSG00000230897.1	284	270	206	823	360	71	491	139	215	416	322	155	490	95	144	222
ENSG00000230898.1	0	0	2	1	0	1	2	0	1	0	1	0	0	2	1	1
ENSG00000230899.1	0	1	5	0	5	6	3	0	1	2	0	0	6	0	0	1
ENSG00000230902.1	0	0	11	0	1	0	0	0	0	0	1	0	1	0	4	0
ENSG00000230904.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000230908.1	0	0	24	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000230910.2	7	4	63	5	12	0	2	9	13	3	6	5	3	21	43	2
ENSG00000230911.1	2	4	10	10	4	17	4	6	8	14	1	14	6	3	6	4
ENSG00000230912.1	11	15	25	15	14	29	33	27	17	18	13	37	10	14	8	6
ENSG00000230913.1	8	3	6	7	4	2	8	1	2	4	3	2	3	2	0	0
ENSG00000230914.2	0	0	3	2	1	26	3	2	1	2	0	4	0	8	10	9
ENSG00000230916.2	213	47	119	190	139	193	266	367	307	77	89	332	98	186	171	162
ENSG00000230918.1	3	0	1	0	3	8	6	2	13	1	3	1	1	7	9	7
ENSG00000230920.1	1	0	12	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000230921.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000230922.1	1	0	2	2	0	9	2	28	0	5	3	1	7	1	1	0
ENSG00000230923.1	0	0	33	2	0	1	1	0	0	0	0	0	1	2	1	0
ENSG00000230927.2	3	3	29	4	5	2	1	4	0	0	2	0	0	2	5	0
ENSG00000230928.1	7	3	15	181	1	12	45	6	2	35	1	27	18	24	3	2
ENSG00000230929.5	23	31	18	22	8	17	7	9	10	12	16	6	12	11	28	13
ENSG00000230932.2	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0
ENSG00000230935.1	4	5	4	1	1	1	2	0	1	14	2	0	2	2	3	0
ENSG00000230936.1	1	5	10	0	2	63	2	0	0	4	0	1	1	0	0	1
